Data;Produkt;Przychód;Koszt
23.07.2025;Pomarańcze;8 542,00 zł;6 406,50 zł
11.12.2025;Jabłka;9 954,00 zł;3 782,50 zł
18.09.2025;Pomidory;10 995,00 zł;4 837,80 zł
21.04.2025;Gruszki;1 606,00 zł;562,10 zł
29.05.2025;Pomarańcze;5 073,00 zł;3 551,10 zł
5.04.2025;Gruszki;3 049,00 zł;1 890,40 zł
10.11.2025;Banany;11 430,00 zł;3 886,20 zł
30.07.2025;Gruszki;5 856,00 zł;2 283,80 zł
11.07.2025;Marchew;7 363,00 zł;5 301,40 zł
22.11.2025;Jabłka;2 903,00 zł;1 074,10 zł
24.06.2025;Jabłka;1 383,00 zł;608,50 zł
17.12.2025;Marchew;4 396,00 zł;1 890,30 zł
24.10.2025;Pomidory;5 571,00 zł;4 345,40 zł
10.07.2025;Ziemniaki;9 882,00 zł;5 731,60 zł
1.07.2025;Gruszki;11 672,00 zł;5 019,00 zł
23.01.2025;Jabłka;952,00 zł;285,60 zł
31.01.2025;Banany;10 843,00 zł;8 566,00 zł
12.09.2025;Ziemniaki;2 887,00 zł;1 212,50 zł
13.09.2025;Gruszki;10 045,00 zł;6 730,20 zł
14.01.2025;Pomarańcze;6 688,00 zł;2 407,70 zł
1.04.2025;Banany;5 723,00 zł;4 292,30 zł
17.10.2025;Marchew;2 375,00 zł;1 876,30 zł
24.02.2025;Ziemniaki;7 549,00 zł;5 737,20 zł
6.09.2025;Jabłka;3 638,00 zł;2 655,70 zł
1.07.2025;Ziemniaki;7 620,00 zł;4 876,80 zł
17.11.2025;Gruszki;4 751,00 zł;2 850,60 zł
3.11.2025;Ziemniaki;10 996,00 zł;7 147,40 zł
30.08.2025;Pomarańcze;11 552,00 zł;6 007,00 zł
25.04.2025;Ziemniaki;2 310,00 zł;1 663,20 zł
22.06.2025;Gruszki;9 877,00 zł;7 111,40 zł
19.01.2025;Marchew;2 923,00 zł;1 110,70 zł
2.11.2025;Pomidory;5 005,00 zł;3 103,10 zł
28.07.2025;Banany;3 481,00 zł;2 332,30 zł
3.05.2025;Pomarańcze;5 368,00 zł;3 059,80 zł
24.08.2025;Gruszki;8 246,00 zł;3 875,60 zł
26.12.2025;Banany;8 725,00 zł;5 060,50 zł
27.11.2025;Banany;2 520,00 zł;1 789,20 zł
12.08.2025;Ziemniaki;6 500,00 zł;4 875,00 zł
13.12.2025;Jabłka;4 669,00 zł;1 774,20 zł
23.08.2025;Ziemniaki;4 737,00 zł;3 742,20 zł
27.01.2025;Pomarańcze;11 896,00 zł;8 922,00 zł
30.04.2025;Banany;2 289,00 zł;1 693,90 zł
29.11.2025;Marchew;7 814,00 zł;3 125,60 zł
19.09.2025;Banany;11 594,00 zł;5 681,10 zł
4.08.2025;Gruszki;6 565,00 zł;2 494,70 zł
11.07.2025;Marchew;8 856,00 zł;6 819,10 zł
4.08.2025;Marchew;9 281,00 zł;6 311,10 zł
12.06.2025;Pomarańcze;5 014,00 zł;2 858,00 zł
23.06.2025;Ziemniaki;7 912,00 zł;3 085,70 zł
1.06.2025;Pomarańcze;6 758,00 zł;2 635,60 zł
16.03.2025;Pomidory;4 410,00 zł;1 499,40 zł
5.09.2025;Pomidory;4 690,00 zł;1 922,90 zł
4.07.2025;Banany;4 368,00 zł;3 276,00 zł
9.03.2025;Ziemniaki;4 452,00 zł;2 493,10 zł
10.03.2025;Gruszki;9 390,00 zł;5 727,90 zł
24.09.2025;Jabłka;540,00 zł;383,40 zł
14.03.2025;Jabłka;8 597,00 zł;5 846,00 zł
21.12.2025;Pomarańcze;8 479,00 zł;6 528,80 zł
25.10.2025;Banany;1 876,00 zł;562,80 zł
15.12.2025;Pomarańcze;4 576,00 zł;2 471,00 zł
6.10.2025;Banany;7 082,00 zł;3 965,90 zł
21.07.2025;Gruszki;2 669,00 zł;1 548,00 zł
28.11.2025;Pomidory;8 549,00 zł;4 018,00 zł
16.02.2025;Banany;2 232,00 zł;892,80 zł
16.02.2025;Pomidory;10 203,00 zł;4 693,40 zł
26.05.2025;Pomidory;3 758,00 zł;1 465,60 zł
6.07.2025;Pomarańcze;8 485,00 zł;6 788,00 zł
6.12.2025;Gruszki;719,00 zł;474,50 zł
1.10.2025;Pomidory;5 682,00 zł;2 443,30 zł
5.08.2025;Ziemniaki;5 655,00 zł;2 375,10 zł
23.08.2025;Pomidory;9 309,00 zł;6 609,40 zł
19.11.2025;Marchew;3 355,00 zł;1 107,20 zł
15.02.2025;Banany;7 223,00 zł;2 239,10 zł
18.02.2025;Ziemniaki;5 917,00 zł;2 071,00 zł
13.07.2025;Marchew;11 934,00 zł;5 370,30 zł
1.12.2025;Ziemniaki;10 050,00 zł;6 331,50 zł
11.09.2025;Marchew;1 315,00 zł;1 052,00 zł
31.05.2025;Ziemniaki;5 917,00 zł;3 846,10 zł
22.05.2025;Ziemniaki;5 840,00 zł;2 803,20 zł
8.03.2025;Pomarańcze;11 762,00 zł;4 469,60 zł
12.10.2025;Pomidory;2 175,00 zł;1 000,50 zł
7.07.2025;Pomidory;10 112,00 zł;7 988,50 zł
3.12.2025;Jabłka;9 212,00 zł;4 237,50 zł
20.05.2025;Pomarańcze;1 888,00 zł;641,90 zł
20.01.2025;Pomarańcze;7 405,00 zł;5 035,40 zł
27.07.2025;Pomarańcze;6 793,00 zł;2 241,70 zł
18.03.2025;Ziemniaki;1 928,00 zł;809,80 zł
22.09.2025;Pomarańcze;7 917,00 zł;4 433,50 zł
5.02.2025;Banany;9 114,00 zł;2 825,30 zł
4.11.2025;Jabłka;3 993,00 zł;1 677,10 zł
19.11.2025;Gruszki;8 250,00 zł;6 517,50 zł
12.06.2025;Jabłka;4 656,00 zł;2 840,20 zł
25.08.2025;Jabłka;2 780,00 zł;1 723,60 zł
14.01.2025;Banany;1 194,00 zł;907,40 zł
23.06.2025;Banany;5 421,00 zł;1 680,50 zł
28.03.2025;Gruszki;9 691,00 zł;5 039,30 zł
25.02.2025;Jabłka;3 457,00 zł;2 765,60 zł
7.07.2025;Marchew;3 215,00 zł;1 543,20 zł
1.06.2025;Banany;1 270,00 zł;876,30 zł
16.03.2025;Banany;10 779,00 zł;8 299,80 zł
3.10.2025;Pomidory;10 586,00 zł;4 128,50 zł
8.07.2025;Pomarańcze;10 945,00 zł;7 004,80 zł
8.04.2025;Pomidory;10 025,00 zł;6 115,30 zł
2.10.2025;Banany;10 769,00 zł;7 969,10 zł
4.07.2025;Pomarańcze;11 229,00 zł;6 962,00 zł
12.12.2025;Gruszki;5 349,00 zł;4 225,70 zł
29.05.2025;Marchew;6 938,00 zł;4 024,00 zł
27.12.2025;Pomidory;10 410,00 zł;3 227,10 zł
13.10.2025;Jabłka;8 694,00 zł;4 260,10 zł
20.11.2025;Marchew;1 391,00 zł;779,00 zł
16.07.2025;Banany;7 176,00 zł;5 238,50 zł
15.12.2025;Pomarańcze;9 207,00 zł;4 603,50 zł
4.01.2025;Pomarańcze;5 223,00 zł;2 350,40 zł
7.05.2025;Marchew;683,00 zł;505,40 zł
29.01.2025;Marchew;4 820,00 zł;3 807,80 zł
4.04.2025;Ziemniaki;3 585,00 zł;1 111,40 zł
2.06.2025;Gruszki;6 371,00 zł;3 950,00 zł
6.04.2025;Pomarańcze;4 496,00 zł;2 293,00 zł
2.08.2025;Ziemniaki;1 117,00 zł;446,80 zł
14.07.2025;Pomidory;7 637,00 zł;6 033,20 zł
10.11.2025;Banany;4 993,00 zł;2 396,60 zł
11.11.2025;Banany;2 378,00 zł;1 878,60 zł
14.05.2025;Banany;7 417,00 zł;5 711,10 zł
30.10.2025;Banany;8 500,00 zł;2 550,00 zł
15.08.2025;Pomidory;6 303,00 zł;2 710,30 zł
1.08.2025;Pomidory;3 708,00 zł;1 705,70 zł
1.09.2025;Gruszki;1 237,00 zł;766,90 zł
23.08.2025;Marchew;10 682,00 zł;8 438,80 zł
16.04.2025;Banany;7 787,00 zł;4 750,10 zł
8.08.2025;Pomidory;10 753,00 zł;8 172,30 zł
5.05.2025;Pomarańcze;5 903,00 zł;4 014,00 zł
19.05.2025;Banany;6 822,00 zł;3 820,30 zł
19.06.2025;Pomarańcze;2 239,00 zł;1 209,10 zł
14.04.2025;Banany;5 377,00 zł;3 064,90 zł
29.08.2025;Gruszki;1 038,00 zł;394,40 zł
14.06.2025;Pomidory;10 917,00 zł;4 912,70 zł
13.07.2025;Pomidory;9 410,00 zł;6 304,70 zł
18.12.2025;Jabłka;2 234,00 zł;804,20 zł
3.04.2025;Jabłka;2 026,00 zł;911,70 zł
2.10.2025;Gruszki;7 885,00 zł;3 232,90 zł
14.02.2025;Banany;2 390,00 zł;764,80 zł
13.05.2025;Banany;5 282,00 zł;2 588,20 zł
13.06.2025;Pomidory;7 732,00 zł;5 412,40 zł
26.03.2025;Marchew;3 971,00 zł;2 779,70 zł
21.09.2025;Pomarańcze;10 327,00 zł;4 853,70 zł
15.07.2025;Pomidory;10 220,00 zł;4 088,00 zł
27.03.2025;Ziemniaki;5 626,00 zł;4 163,20 zł
8.03.2025;Banany;10 872,00 zł;4 892,40 zł
1.09.2025;Pomarańcze;8 155,00 zł;2 854,30 zł
6.08.2025;Marchew;1 188,00 zł;415,80 zł
27.07.2025;Pomarańcze;600,00 zł;372,00 zł
21.01.2025;Pomarańcze;776,00 zł;551,00 zł
16.01.2025;Ziemniaki;7 593,00 zł;4 783,60 zł
22.04.2025;Pomidory;3 661,00 zł;2 379,70 zł
18.10.2025;Ziemniaki;8 996,00 zł;4 228,10 zł
10.02.2025;Gruszki;2 575,00 zł;1 158,80 zł
22.10.2025;Ziemniaki;4 465,00 zł;2 187,90 zł
31.05.2025;Pomarańcze;3 626,00 zł;2 647,00 zł
5.02.2025;Banany;8 200,00 zł;4 674,00 zł
6.04.2025;Marchew;8 653,00 zł;6 576,30 zł
24.07.2025;Gruszki;5 662,00 zł;1 868,50 zł
21.12.2025;Pomidory;5 875,00 zł;2 056,30 zł
16.07.2025;Banany;4 315,00 zł;1 682,90 zł
13.10.2025;Jabłka;10 128,00 zł;7 494,70 zł
27.02.2025;Gruszki;5 828,00 zł;1 981,50 zł
27.01.2025;Ziemniaki;11 485,00 zł;7 465,30 zł
25.03.2025;Ziemniaki;3 554,00 zł;2 843,20 zł
14.01.2025;Jabłka;5 503,00 zł;2 641,40 zł
27.05.2025;Jabłka;10 250,00 zł;7 995,00 zł
25.10.2025;Pomarańcze;4 819,00 zł;3 758,80 zł
28.07.2025;Jabłka;8 334,00 zł;2 750,20 zł
25.02.2025;Ziemniaki;6 293,00 zł;3 461,20 zł
29.05.2025;Banany;5 239,00 zł;2 776,70 zł
2.02.2025;Jabłka;3 576,00 zł;1 287,40 zł
7.09.2025;Jabłka;6 564,00 zł;3 675,80 zł
26.11.2025;Banany;527,00 zł;268,80 zł
18.09.2025;Pomarańcze;9 311,00 zł;5 493,50 zł
19.01.2025;Gruszki;3 484,00 zł;2 543,30 zł
21.06.2025;Pomidory;2 179,00 zł;1 743,20 zł
13.07.2025;Jabłka;7 674,00 zł;5 525,30 zł
15.04.2025;Banany;7 734,00 zł;5 645,80 zł
10.02.2025;Ziemniaki;512,00 zł;276,50 zł
23.09.2025;Banany;8 158,00 zł;6 444,80 zł
5.12.2025;Pomarańcze;4 651,00 zł;1 534,80 zł
11.09.2025;Marchew;675,00 zł;391,50 zł
11.07.2025;Marchew;8 517,00 zł;5 961,90 zł
19.11.2025;Marchew;7 432,00 zł;5 276,70 zł
3.11.2025;Ziemniaki;9 116,00 zł;3 646,40 zł
9.05.2025;Banany;7 637,00 zł;3 360,30 zł
7.08.2025;Ziemniaki;4 411,00 zł;3 175,90 zł
17.04.2025;Jabłka;7 126,00 zł;5 415,80 zł
24.09.2025;Ziemniaki;9 795,00 zł;6 562,70 zł
23.04.2025;Banany;4 055,00 zł;1 459,80 zł
14.06.2025;Pomidory;11 953,00 zł;4 183,60 zł
11.12.2025;Banany;1 377,00 zł;950,10 zł
10.01.2025;Gruszki;4 745,00 zł;3 274,10 zł
19.10.2025;Ziemniaki;2 431,00 zł;1 750,30 zł
22.06.2025;Banany;8 800,00 zł;3 608,00 zł
28.12.2025;Banany;10 556,00 zł;5 066,90 zł
20.12.2025;Pomarańcze;564,00 zł;321,50 zł
28.12.2025;Pomarańcze;6 919,00 zł;3 113,60 zł
31.10.2025;Marchew;2 868,00 zł;2 179,70 zł
12.01.2025;Marchew;3 567,00 zł;2 675,30 zł
10.09.2025;Banany;1 942,00 zł;1 242,90 zł
29.01.2025;Marchew;9 485,00 zł;6 829,20 zł
7.02.2025;Pomidory;1 265,00 zł;480,70 zł
26.07.2025;Pomarańcze;10 086,00 zł;6 555,90 zł
4.06.2025;Gruszki;9 202,00 zł;5 613,20 zł
28.02.2025;Pomarańcze;1 663,00 zł;615,30 zł
20.05.2025;Marchew;6 039,00 zł;3 019,50 zł
26.07.2025;Marchew;8 692,00 zł;3 129,10 zł
20.11.2025;Pomarańcze;10 554,00 zł;7 071,20 zł
19.06.2025;Jabłka;6 710,00 zł;2 348,50 zł
10.10.2025;Pomarańcze;1 289,00 zł;1 031,20 zł
2.01.2025;Gruszki;7 104,00 zł;5 541,10 zł
2.03.2025;Pomidory;5 185,00 zł;3 888,80 zł
1.04.2025;Pomarańcze;5 024,00 zł;2 913,90 zł
16.12.2025;Marchew;2 932,00 zł;1 524,60 zł
10.01.2025;Pomidory;7 423,00 zł;2 746,50 zł
21.06.2025;Banany;1 410,00 zł;521,70 zł
5.10.2025;Banany;5 373,00 zł;3 277,50 zł
24.02.2025;Jabłka;2 642,00 zł;1 638,00 zł
25.04.2025;Jabłka;7 650,00 zł;3 748,50 zł
26.07.2025;Pomarańcze;3 119,00 zł;1 777,80 zł
9.12.2025;Pomidory;8 123,00 zł;6 254,70 zł
9.10.2025;Banany;1 560,00 zł;795,60 zł
22.05.2025;Banany;6 260,00 zł;4 444,60 zł
1.09.2025;Marchew;9 808,00 zł;3 629,00 zł
7.06.2025;Banany;3 028,00 zł;2 180,20 zł
9.01.2025;Pomarańcze;1 957,00 zł;1 095,90 zł
29.06.2025;Gruszki;4 828,00 zł;2 558,80 zł
3.08.2025;Pomarańcze;4 822,00 zł;2 748,50 zł
27.09.2025;Ziemniaki;11 151,00 zł;6 913,60 zł
12.08.2025;Ziemniaki;7 386,00 zł;3 397,60 zł
29.09.2025;Pomidory;4 321,00 zł;1 425,90 zł
25.09.2025;Banany;1 442,00 zł;1 067,10 zł
12.08.2025;Pomarańcze;4 373,00 zł;2 055,30 zł
25.10.2025;Ziemniaki;11 372,00 zł;8 074,10 zł
6.10.2025;Marchew;5 128,00 zł;2 615,30 zł
1.06.2025;Ziemniaki;10 410,00 zł;3 643,50 zł
23.11.2025;Ziemniaki;7 017,00 zł;4 701,40 zł
6.09.2025;Pomidory;6 254,00 zł;2 939,40 zł
23.06.2025;Pomarańcze;995,00 zł;557,20 zł
18.12.2025;Banany;9 520,00 zł;3 617,60 zł
28.11.2025;Pomarańcze;5 177,00 zł;2 329,70 zł
3.12.2025;Jabłka;4 247,00 zł;3 015,40 zł
24.07.2025;Gruszki;1 403,00 zł;813,70 zł
5.11.2025;Pomidory;4 838,00 zł;3 628,50 zł
5.03.2025;Gruszki;9 773,00 zł;7 134,30 zł
3.02.2025;Pomarańcze;7 827,00 zł;3 600,40 zł
30.01.2025;Pomidory;5 515,00 zł;2 481,80 zł
22.11.2025;Pomarańcze;11 046,00 zł;6 296,20 zł
20.04.2025;Jabłka;10 450,00 zł;5 747,50 zł
10.04.2025;Gruszki;553,00 zł;392,60 zł
14.02.2025;Pomidory;9 868,00 zł;4 341,90 zł
8.05.2025;Banany;828,00 zł;414,00 zł
29.07.2025;Marchew;8 848,00 zł;4 335,50 zł
22.03.2025;Banany;8 614,00 zł;6 805,10 zł
12.06.2025;Gruszki;11 063,00 zł;6 859,10 zł
13.01.2025;Jabłka;8 962,00 zł;3 853,70 zł
6.10.2025;Gruszki;11 789,00 zł;8 959,60 zł
14.05.2025;Gruszki;6 563,00 zł;4 659,70 zł
11.11.2025;Pomidory;10 501,00 zł;4 935,50 zł
24.02.2025;Jabłka;11 249,00 zł;7 874,30 zł
27.02.2025;Marchew;3 281,00 zł;1 804,60 zł
22.07.2025;Ziemniaki;5 090,00 zł;2 086,90 zł
23.10.2025;Jabłka;4 512,00 zł;3 474,20 zł
31.01.2025;Pomarańcze;2 518,00 zł;1 787,80 zł
2.08.2025;Pomidory;6 031,00 zł;2 352,10 zł
14.07.2025;Pomidory;5 168,00 zł;2 997,40 zł
23.07.2025;Marchew;8 652,00 zł;3 114,70 zł
9.12.2025;Jabłka;3 006,00 zł;2 374,70 zł
1.05.2025;Pomidory;2 115,00 zł;655,70 zł
29.12.2025;Banany;8 451,00 zł;5 070,60 zł
26.08.2025;Ziemniaki;9 477,00 zł;3 506,50 zł
3.03.2025;Pomarańcze;8 728,00 zł;5 760,50 zł
18.04.2025;Gruszki;1 240,00 zł;719,20 zł
14.02.2025;Jabłka;7 611,00 zł;5 708,30 zł
19.03.2025;Gruszki;4 727,00 zł;1 559,90 zł
21.01.2025;Marchew;3 715,00 zł;1 114,50 zł
23.02.2025;Jabłka;2 386,00 zł;1 789,50 zł
2.08.2025;Pomidory;10 627,00 zł;7 120,10 zł
4.03.2025;Marchew;7 552,00 zł;2 416,60 zł
14.12.2025;Gruszki;2 442,00 zł;1 343,10 zł
7.12.2025;Jabłka;1 959,00 zł;666,10 zł
1.09.2025;Gruszki;3 735,00 zł;1 269,90 zł
25.12.2025;Gruszki;4 213,00 zł;1 643,10 zł
19.04.2025;Marchew;7 459,00 zł;3 356,60 zł
29.01.2025;Gruszki;6 818,00 zł;5 454,40 zł
11.05.2025;Jabłka;8 550,00 zł;6 754,50 zł
19.07.2025;Jabłka;7 049,00 zł;4 511,40 zł
30.04.2025;Ziemniaki;8 798,00 zł;3 783,10 zł
3.09.2025;Ziemniaki;2 183,00 zł;1 593,60 zł
24.04.2025;Pomarańcze;3 327,00 zł;2 661,60 zł
18.01.2025;Jabłka;3 703,00 zł;2 962,40 zł
31.08.2025;Ziemniaki;2 861,00 zł;2 174,40 zł
30.01.2025;Marchew;2 449,00 zł;1 567,40 zł
6.07.2025;Pomarańcze;2 601,00 zł;1 716,70 zł
13.08.2025;Marchew;7 065,00 zł;5 298,80 zł
5.03.2025;Pomarańcze;9 318,00 zł;7 361,20 zł
3.03.2025;Marchew;10 813,00 zł;3 460,20 zł
20.10.2025;Gruszki;742,00 zł;526,80 zł
12.08.2025;Gruszki;10 777,00 zł;6 142,90 zł
24.05.2025;Ziemniaki;4 902,00 zł;3 872,60 zł
12.05.2025;Marchew;3 998,00 zł;2 318,80 zł
9.08.2025;Pomarańcze;7 219,00 zł;3 753,90 zł
2.01.2025;Gruszki;3 598,00 zł;1 799,00 zł
12.07.2025;Banany;1 405,00 zł;1 124,00 zł
18.06.2025;Pomidory;2 239,00 zł;1 253,80 zł
6.01.2025;Pomarańcze;1 164,00 zł;826,40 zł
14.10.2025;Gruszki;1 229,00 zł;381,00 zł
22.05.2025;Banany;11 427,00 zł;7 199,00 zł
21.06.2025;Pomidory;735,00 zł;242,60 zł
14.08.2025;Gruszki;4 574,00 zł;1 921,10 zł
30.12.2025;Marchew;9 207,00 zł;4 511,40 zł
24.02.2025;Pomidory;1 999,00 zł;1 199,40 zł
30.12.2025;Banany;1 202,00 zł;961,60 zł
1.04.2025;Pomidory;11 240,00 zł;3 484,40 zł
14.07.2025;Ziemniaki;10 420,00 zł;5 731,00 zł
8.07.2025;Marchew;5 366,00 zł;1 717,10 zł
25.05.2025;Gruszki;9 605,00 zł;3 457,80 zł
8.12.2025;Pomarańcze;11 679,00 zł;8 175,30 zł
10.06.2025;Marchew;6 803,00 zł;4 149,80 zł
30.12.2025;Banany;8 036,00 zł;6 107,40 zł
21.08.2025;Gruszki;4 452,00 zł;2 493,10 zł
8.07.2025;Pomarańcze;3 240,00 zł;1 360,80 zł
18.02.2025;Jabłka;9 409,00 zł;3 293,20 zł
3.01.2025;Ziemniaki;8 432,00 zł;4 384,60 zł
17.10.2025;Marchew;11 424,00 zł;6 283,20 zł
12.04.2025;Pomarańcze;2 246,00 zł;1 190,40 zł
23.09.2025;Pomarańcze;10 281,00 zł;4 729,30 zł
20.07.2025;Gruszki;9 105,00 zł;3 733,10 zł
9.03.2025;Banany;6 503,00 zł;3 706,70 zł
4.02.2025;Pomidory;3 840,00 zł;1 843,20 zł
6.09.2025;Banany;8 810,00 zł;4 316,90 zł
15.07.2025;Pomarańcze;1 454,00 zł;552,50 zł
26.07.2025;Marchew;3 551,00 zł;1 740,00 zł
15.10.2025;Ziemniaki;9 226,00 zł;6 181,40 zł
13.11.2025;Pomarańcze;7 328,00 zł;5 129,60 zł
28.05.2025;Pomarańcze;735,00 zł;543,90 zł
16.06.2025;Pomarańcze;1 927,00 zł;1 117,70 zł
22.04.2025;Jabłka;4 437,00 zł;3 416,50 zł
30.09.2025;Pomidory;524,00 zł;330,10 zł
15.08.2025;Ziemniaki;4 204,00 zł;3 195,00 zł
21.10.2025;Marchew;2 784,00 zł;1 113,60 zł
1.09.2025;Marchew;4 610,00 zł;1 982,30 zł
15.09.2025;Ziemniaki;10 942,00 zł;8 206,50 zł
18.03.2025;Pomidory;7 350,00 zł;4 189,50 zł
1.02.2025;Pomarańcze;10 918,00 zł;7 533,40 zł
1.07.2025;Marchew;5 242,00 zł;3 354,90 zł
23.03.2025;Gruszki;1 243,00 zł;683,70 zł
15.06.2025;Jabłka;3 097,00 zł;1 951,10 zł
28.09.2025;Banany;11 550,00 zł;3 465,00 zł
21.04.2025;Marchew;3 319,00 zł;2 223,70 zł
11.08.2025;Banany;7 899,00 zł;4 502,40 zł
17.04.2025;Pomidory;6 433,00 zł;2 315,90 zł
20.10.2025;Gruszki;5 212,00 zł;3 283,60 zł
2.04.2025;Ziemniaki;5 561,00 zł;2 724,90 zł
4.04.2025;Pomidory;6 743,00 zł;3 236,60 zł
10.11.2025;Ziemniaki;1 816,00 zł;1 271,20 zł
25.06.2025;Ziemniaki;10 828,00 zł;7 579,60 zł
9.02.2025;Gruszki;11 289,00 zł;7 450,70 zł
20.02.2025;Ziemniaki;10 824,00 zł;6 927,40 zł
21.09.2025;Marchew;10 712,00 zł;4 499,00 zł
11.04.2025;Pomarańcze;11 893,00 zł;8 681,90 zł
1.06.2025;Marchew;6 224,00 zł;2 365,10 zł
10.10.2025;Jabłka;7 949,00 zł;3 338,60 zł
2.12.2025;Pomidory;11 830,00 zł;7 098,00 zł
4.07.2025;Ziemniaki;6 685,00 zł;3 877,30 zł
30.11.2025;Gruszki;11 217,00 zł;4 599,00 zł
7.11.2025;Pomarańcze;6 089,00 zł;3 836,10 zł
23.08.2025;Ziemniaki;8 376,00 zł;3 350,40 zł
8.09.2025;Jabłka;7 019,00 zł;3 018,20 zł
18.11.2025;Gruszki;10 314,00 zł;6 910,40 zł
29.04.2025;Ziemniaki;620,00 zł;477,40 zł
12.04.2025;Marchew;2 815,00 zł;1 379,40 zł
6.06.2025;Ziemniaki;1 269,00 zł;621,80 zł
1.01.2025;Banany;636,00 zł;502,40 zł
7.01.2025;Pomarańcze;6 612,00 zł;3 438,20 zł
19.06.2025;Jabłka;2 588,00 zł;1 087,00 zł
29.01.2025;Jabłka;3 757,00 zł;1 690,70 zł
10.04.2025;Marchew;1 765,00 zł;900,20 zł
11.10.2025;Pomidory;10 440,00 zł;5 011,20 zł
26.09.2025;Jabłka;4 244,00 zł;1 273,20 zł
27.11.2025;Ziemniaki;5 227,00 zł;3 240,70 zł
17.12.2025;Banany;2 088,00 zł;918,70 zł
3.08.2025;Marchew;4 149,00 zł;2 572,40 zł
9.05.2025;Jabłka;8 772,00 zł;3 947,40 zł
18.06.2025;Marchew;7 468,00 zł;2 987,20 zł
24.03.2025;Pomarańcze;7 622,00 zł;5 640,30 zł
3.04.2025;Pomidory;6 795,00 zł;3 533,40 zł
27.08.2025;Banany;5 792,00 zł;4 633,60 zł
30.12.2025;Pomarańcze;9 776,00 zł;7 332,00 zł
26.07.2025;Jabłka;9 176,00 zł;2 936,30 zł
16.08.2025;Ziemniaki;3 110,00 zł;2 083,70 zł
22.08.2025;Marchew;2 303,00 zł;1 335,70 zł
8.09.2025;Gruszki;8 156,00 zł;3 262,40 zł
26.06.2025;Jabłka;11 205,00 zł;7 395,30 zł
3.08.2025;Ziemniaki;1 082,00 zł;422,00 zł
3.03.2025;Jabłka;849,00 zł;500,90 zł
6.11.2025;Marchew;1 138,00 zł;466,60 zł
22.01.2025;Marchew;5 652,00 zł;4 465,10 zł
10.04.2025;Banany;7 637,00 zł;3 054,80 zł
26.10.2025;Pomidory;5 925,00 zł;1 777,50 zł
11.11.2025;Marchew;9 248,00 zł;6 011,20 zł
3.11.2025;Gruszki;5 717,00 zł;1 772,30 zł
15.08.2025;Gruszki;10 416,00 zł;7 916,20 zł
27.07.2025;Gruszki;11 667,00 zł;5 483,50 zł
22.09.2025;Ziemniaki;2 866,00 zł;888,50 zł
15.05.2025;Banany;11 088,00 zł;3 659,00 zł
19.04.2025;Pomidory;6 903,00 zł;4 348,90 zł
13.09.2025;Ziemniaki;8 111,00 zł;4 785,50 zł
25.11.2025;Pomarańcze;5 104,00 zł;1 939,50 zł
22.07.2025;Pomarańcze;3 056,00 zł;1 589,10 zł
14.10.2025;Jabłka;1 130,00 zł;531,10 zł
6.11.2025;Marchew;11 389,00 zł;6 491,70 zł
29.10.2025;Banany;7 020,00 zł;2 808,00 zł
16.02.2025;Banany;3 426,00 zł;1 130,60 zł
12.07.2025;Marchew;8 106,00 zł;4 863,60 zł
6.03.2025;Ziemniaki;888,00 zł;337,40 zł
12.02.2025;Ziemniaki;3 128,00 zł;1 438,90 zł
9.12.2025;Marchew;10 776,00 zł;5 064,70 zł
19.08.2025;Marchew;10 929,00 zł;8 306,00 zł
26.10.2025;Gruszki;4 153,00 zł;2 948,60 zł
3.04.2025;Ziemniaki;6 791,00 zł;5 229,10 zł
8.11.2025;Pomarańcze;3 414,00 zł;2 355,70 zł
16.03.2025;Pomidory;10 204,00 zł;8 163,20 zł
28.11.2025;Ziemniaki;11 731,00 zł;3 753,90 zł
8.11.2025;Jabłka;8 169,00 zł;5 636,60 zł
26.08.2025;Ziemniaki;3 129,00 zł;970,00 zł
10.04.2025;Banany;2 152,00 zł;1 398,80 zł
30.05.2025;Marchew;2 152,00 zł;710,20 zł
10.12.2025;Ziemniaki;7 260,00 zł;5 082,00 zł
13.02.2025;Banany;3 835,00 zł;1 227,20 zł
9.11.2025;Pomarańcze;4 286,00 zł;1 971,60 zł
13.04.2025;Gruszki;9 723,00 zł;4 667,00 zł
17.04.2025;Gruszki;2 788,00 zł;864,30 zł
18.08.2025;Jabłka;6 145,00 zł;3 687,00 zł
19.07.2025;Pomidory;5 117,00 zł;3 223,70 zł
23.08.2025;Marchew;6 474,00 zł;3 560,70 zł
19.01.2025;Marchew;7 747,00 zł;5 810,30 zł
24.12.2025;Pomarańcze;11 575,00 zł;3 819,80 zł
1.08.2025;Jabłka;10 025,00 zł;6 716,80 zł
14.09.2025;Pomidory;8 842,00 zł;5 305,20 zł
28.05.2025;Jabłka;10 944,00 zł;6 457,00 zł
30.06.2025;Gruszki;7 107,00 zł;2 274,20 zł
24.08.2025;Marchew;9 278,00 zł;5 102,90 zł
23.10.2025;Gruszki;7 500,00 zł;3 825,00 zł
17.07.2025;Gruszki;11 193,00 zł;6 491,90 zł
25.03.2025;Pomarańcze;10 397,00 zł;4 470,70 zł
19.09.2025;Ziemniaki;9 787,00 zł;7 536,00 zł
14.12.2025;Ziemniaki;5 870,00 zł;1 878,40 zł
30.01.2025;Jabłka;2 224,00 zł;1 579,00 zł
