Data;Produkt;Przychód;Koszt
26.06.2026;Gruszki;929,00 zł;696,80 zł
17.06.2026;Marchew;954,00 zł;562,90 zł
28.04.2026;Ziemniaki;597,00 zł;286,60 zł
27.01.2026;Ziemniaki;5 629,00 zł;4 390,60 zł
29.07.2026;Gruszki;5 813,00 zł;2 732,10 zł
4.10.2026;Ziemniaki;1 419,00 zł;695,30 zł
15.09.2026;Pomidory;4 330,00 zł;2 901,10 zł
21.04.2026;Pomarańcze;5 868,00 zł;3 872,90 zł
19.07.2026;Pomarańcze;1 718,00 zł;927,70 zł
30.01.2026;Banany;6 640,00 zł;4 116,80 zł
23.03.2026;Gruszki;8 847,00 zł;5 131,30 zł
5.12.2026;Pomarańcze;1 513,00 zł;998,60 zł
27.09.2026;Pomidory;11 404,00 zł;7 868,80 zł
16.02.2026;Pomidory;9 793,00 zł;6 659,20 zł
9.08.2026;Pomidory;1 982,00 zł;733,30 zł
23.08.2026;Marchew;11 139,00 zł;5 346,70 zł
17.11.2026;Gruszki;1 144,00 zł;858,00 zł
11.01.2026;Banany;2 379,00 zł;1 712,90 zł
13.02.2026;Ziemniaki;6 307,00 zł;2 522,80 zł
24.05.2026;Jabłka;10 249,00 zł;7 891,70 zł
19.01.2026;Jabłka;4 418,00 zł;2 253,20 zł
5.10.2026;Ziemniaki;9 059,00 zł;6 794,30 zł
14.09.2026;Marchew;9 086,00 zł;2 816,70 zł
16.09.2026;Gruszki;7 183,00 zł;2 873,20 zł
5.11.2026;Jabłka;5 840,00 zł;4 029,60 zł
7.08.2026;Pomarańcze;6 145,00 zł;4 301,50 zł
24.03.2026;Banany;3 837,00 zł;1 381,30 zł
16.10.2026;Pomarańcze;11 534,00 zł;4 036,90 zł
26.08.2026;Pomarańcze;8 038,00 zł;4 742,40 zł
11.06.2026;Marchew;7 705,00 zł;6 087,00 zł
16.12.2026;Banany;6 077,00 zł;3 524,70 zł
2.04.2026;Pomarańcze;8 543,00 zł;5 809,20 zł
15.09.2026;Gruszki;11 820,00 zł;6 146,40 zł
22.04.2026;Jabłka;7 999,00 zł;5 919,30 zł
16.04.2026;Ziemniaki;4 283,00 zł;2 184,30 zł
11.03.2026;Pomidory;4 844,00 zł;1 647,00 zł
15.12.2026;Ziemniaki;3 423,00 zł;2 567,30 zł
17.06.2026;Jabłka;2 236,00 zł;1 431,00 zł
4.07.2026;Gruszki;4 612,00 zł;2 905,60 zł
20.02.2026;Banany;9 151,00 zł;4 209,50 zł
12.08.2026;Gruszki;7 587,00 zł;3 565,90 zł
10.03.2026;Ziemniaki;5 482,00 zł;3 947,00 zł
25.04.2026;Jabłka;7 841,00 zł;4 547,80 zł
22.02.2026;Pomidory;2 504,00 zł;1 552,50 zł
21.09.2026;Pomarańcze;5 223,00 zł;3 186,00 zł
2.03.2026;Ziemniaki;3 670,00 zł;2 715,80 zł
26.12.2026;Gruszki;9 226,00 zł;4 705,30 zł
13.10.2026;Banany;3 851,00 zł;1 463,40 zł
15.11.2026;Pomarańcze;5 192,00 zł;3 478,60 zł
12.01.2026;Jabłka;6 377,00 zł;3 698,70 zł
10.04.2026;Jabłka;7 121,00 zł;3 204,50 zł
22.09.2026;Banany;4 309,00 zł;1 982,10 zł
17.10.2026;Pomarańcze;9 283,00 zł;2 784,90 zł
12.06.2026;Banany;7 831,00 zł;5 873,30 zł
17.01.2026;Banany;6 500,00 zł;2 925,00 zł
26.04.2026;Gruszki;4 661,00 zł;2 516,90 zł
10.11.2026;Pomidory;11 687,00 zł;7 713,40 zł
27.06.2026;Gruszki;5 462,00 zł;4 096,50 zł
31.07.2026;Ziemniaki;6 762,00 zł;4 733,40 zł
20.02.2026;Pomarańcze;1 430,00 zł;858,00 zł
14.09.2026;Ziemniaki;3 608,00 zł;2 381,30 zł
30.08.2026;Pomarańcze;1 329,00 zł;757,50 zł
16.08.2026;Jabłka;8 216,00 zł;3 039,90 zł
4.07.2026;Jabłka;10 460,00 zł;5 334,60 zł
19.09.2026;Marchew;2 376,00 zł;1 734,50 zł
25.03.2026;Pomidory;9 677,00 zł;3 870,80 zł
8.11.2026;Ziemniaki;3 774,00 zł;2 679,50 zł
17.04.2026;Ziemniaki;9 600,00 zł;5 280,00 zł
11.02.2026;Jabłka;10 692,00 zł;8 446,70 zł
20.08.2026;Gruszki;10 477,00 zł;6 705,30 zł
19.02.2026;Banany;6 584,00 zł;3 094,50 zł
23.06.2026;Marchew;6 140,00 zł;3 131,40 zł
19.05.2026;Jabłka;6 370,00 zł;4 968,60 zł
6.06.2026;Banany;10 449,00 zł;4 075,10 zł
7.11.2026;Ziemniaki;2 909,00 zł;1 454,50 zł
6.11.2026;Pomarańcze;11 827,00 zł;7 569,30 zł
1.12.2026;Pomidory;8 296,00 zł;2 737,70 zł
28.02.2026;Banany;2 336,00 zł;747,50 zł
14.12.2026;Pomidory;6 386,00 zł;4 597,90 zł
28.09.2026;Gruszki;7 287,00 zł;3 206,30 zł
28.09.2026;Gruszki;8 678,00 zł;5 727,50 zł
5.05.2026;Pomarańcze;8 024,00 zł;6 258,70 zł
23.01.2026;Pomidory;2 448,00 zł;1 346,40 zł
22.12.2026;Ziemniaki;3 400,00 zł;1 598,00 zł
14.07.2026;Gruszki;9 489,00 zł;5 978,10 zł
16.08.2026;Ziemniaki;6 573,00 zł;2 300,60 zł
22.12.2026;Gruszki;11 274,00 zł;7 891,80 zł
27.03.2026;Jabłka;6 741,00 zł;2 359,40 zł
6.04.2026;Pomarańcze;11 972,00 zł;4 908,50 zł
10.02.2026;Pomidory;861,00 zł;637,10 zł
21.01.2026;Marchew;6 284,00 zł;4 587,30 zł
12.01.2026;Jabłka;6 961,00 zł;2 923,60 zł
10.09.2026;Gruszki;9 425,00 zł;3 393,00 zł
4.11.2026;Banany;1 839,00 zł;588,50 zł
15.01.2026;Ziemniaki;8 100,00 zł;4 860,00 zł
23.08.2026;Ziemniaki;10 191,00 zł;4 586,00 zł
4.01.2026;Banany;3 563,00 zł;2 814,80 zł
3.03.2026;Banany;6 136,00 zł;4 049,80 zł
9.08.2026;Banany;5 218,00 zł;1 774,10 zł
8.10.2026;Jabłka;9 315,00 zł;5 589,00 zł
6.11.2026;Gruszki;11 932,00 zł;8 591,00 zł
18.12.2026;Pomarańcze;6 724,00 zł;5 177,50 zł
21.04.2026;Banany;3 777,00 zł;2 152,90 zł
13.09.2026;Pomarańcze;627,00 zł;413,80 zł
4.07.2026;Jabłka;2 968,00 zł;1 840,20 zł
24.07.2026;Marchew;11 516,00 zł;5 527,70 zł
2.01.2026;Marchew;6 219,00 zł;1 927,90 zł
14.06.2026;Gruszki;11 342,00 zł;8 846,80 zł
3.03.2026;Ziemniaki;11 580,00 zł;8 916,60 zł
4.10.2026;Banany;10 436,00 zł;6 783,40 zł
8.07.2026;Pomarańcze;4 268,00 zł;3 073,00 zł
9.03.2026;Gruszki;4 505,00 zł;3 108,50 zł
10.04.2026;Ziemniaki;8 984,00 zł;6 288,80 zł
26.04.2026;Gruszki;4 059,00 zł;1 867,10 zł
8.02.2026;Gruszki;1 803,00 zł;1 027,70 zł
8.05.2026;Gruszki;11 433,00 zł;8 803,40 zł
23.12.2026;Jabłka;3 269,00 zł;1 274,90 zł
5.10.2026;Jabłka;9 703,00 zł;7 083,20 zł
10.05.2026;Jabłka;10 472,00 zł;5 445,40 zł
11.05.2026;Gruszki;8 938,00 zł;5 988,50 zł
12.07.2026;Jabłka;2 834,00 zł;1 332,00 zł
5.05.2026;Jabłka;705,00 zł;458,30 zł
28.05.2026;Ziemniaki;11 380,00 zł;4 210,60 zł
18.12.2026;Ziemniaki;6 919,00 zł;4 013,00 zł
20.11.2026;Ziemniaki;7 962,00 zł;4 379,10 zł
15.11.2026;Banany;9 826,00 zł;3 046,10 zł
30.01.2026;Banany;4 866,00 zł;3 357,50 zł
3.11.2026;Banany;11 822,00 zł;8 275,40 zł
21.11.2026;Banany;2 173,00 zł;999,60 zł
20.06.2026;Marchew;7 119,00 zł;3 773,10 zł
25.07.2026;Pomidory;4 018,00 zł;1 446,50 zł
19.03.2026;Jabłka;2 101,00 zł;714,30 zł
4.01.2026;Jabłka;1 610,00 zł;805,00 zł
18.04.2026;Pomidory;9 791,00 zł;7 343,30 zł
30.10.2026;Pomarańcze;3 078,00 zł;2 154,60 zł
5.12.2026;Pomarańcze;2 610,00 zł;835,20 zł
30.10.2026;Pomarańcze;11 185,00 zł;7 605,80 zł
23.08.2026;Gruszki;7 980,00 zł;5 426,40 zł
26.01.2026;Pomarańcze;5 734,00 zł;2 408,30 zł
8.05.2026;Jabłka;4 875,00 zł;1 560,00 zł
23.04.2026;Pomarańcze;11 803,00 zł;5 665,40 zł
30.08.2026;Banany;10 992,00 zł;7 804,30 zł
26.09.2026;Gruszki;10 341,00 zł;3 205,70 zł
4.04.2026;Gruszki;6 195,00 zł;3 531,20 zł
25.11.2026;Pomidory;9 605,00 zł;2 977,60 zł
2.02.2026;Ziemniaki;9 585,00 zł;7 668,00 zł
4.12.2026;Ziemniaki;2 057,00 zł;740,50 zł
20.12.2026;Jabłka;11 041,00 zł;8 722,40 zł
23.09.2026;Pomidory;10 779,00 zł;6 036,20 zł
16.12.2026;Marchew;3 594,00 zł;1 114,10 zł
1.09.2026;Marchew;11 501,00 zł;4 255,40 zł
29.09.2026;Gruszki;2 555,00 zł;1 379,70 zł
21.02.2026;Ziemniaki;5 680,00 zł;1 988,00 zł
29.11.2026;Pomidory;8 734,00 zł;6 987,20 zł
4.11.2026;Banany;3 005,00 zł;901,50 zł
25.02.2026;Ziemniaki;859,00 zł;558,40 zł
24.01.2026;Pomidory;2 003,00 zł;1 582,40 zł
7.03.2026;Ziemniaki;7 898,00 zł;3 159,20 zł
30.05.2026;Jabłka;4 673,00 zł;3 177,60 zł
7.12.2026;Banany;10 179,00 zł;4 580,60 zł
21.03.2026;Marchew;1 796,00 zł;1 329,00 zł
4.02.2026;Pomidory;4 440,00 zł;2 708,40 zł
28.08.2026;Pomidory;9 661,00 zł;5 506,80 zł
30.03.2026;Pomidory;3 669,00 zł;1 247,50 zł
7.01.2026;Banany;9 440,00 zł;6 608,00 zł
23.08.2026;Ziemniaki;11 923,00 zł;4 888,40 zł
26.05.2026;Ziemniaki;7 311,00 zł;3 874,80 zł
26.04.2026;Ziemniaki;2 911,00 zł;2 212,40 zł
15.12.2026;Pomidory;1 350,00 zł;702,00 zł
24.02.2026;Pomarańcze;10 718,00 zł;7 931,30 zł
10.09.2026;Ziemniaki;6 417,00 zł;3 914,40 zł
16.08.2026;Jabłka;4 796,00 zł;1 438,80 zł
31.10.2026;Banany;10 284,00 zł;6 684,60 zł
11.07.2026;Gruszki;1 071,00 zł;653,30 zł
17.02.2026;Gruszki;1 069,00 zł;513,10 zł
21.03.2026;Banany;9 732,00 zł;5 158,00 zł
5.08.2026;Banany;7 114,00 zł;3 272,40 zł
19.05.2026;Pomidory;4 018,00 zł;3 053,70 zł
5.04.2026;Marchew;3 365,00 zł;2 591,10 zł
8.05.2026;Jabłka;8 157,00 zł;3 915,40 zł
4.07.2026;Ziemniaki;11 032,00 zł;5 074,70 zł
15.10.2026;Gruszki;1 742,00 zł;1 062,60 zł
22.10.2026;Pomarańcze;4 582,00 zł;2 565,90 zł
11.09.2026;Pomidory;3 031,00 zł;1 060,90 zł
8.05.2026;Pomidory;10 224,00 zł;7 872,50 zł
1.12.2026;Pomarańcze;9 935,00 zł;4 470,80 zł
26.06.2026;Gruszki;3 005,00 zł;1 382,30 zł
28.03.2026;Banany;5 127,00 zł;2 358,40 zł
29.10.2026;Jabłka;3 966,00 zł;1 507,10 zł
23.12.2026;Ziemniaki;3 101,00 zł;2 449,80 zł
27.01.2026;Ziemniaki;6 043,00 zł;3 988,40 zł
11.04.2026;Pomarańcze;806,00 zł;354,60 zł
5.10.2026;Banany;3 850,00 zł;1 617,00 zł
19.02.2026;Ziemniaki;2 813,00 zł;1 097,10 zł
1.03.2026;Ziemniaki;1 226,00 zł;453,60 zł
4.03.2026;Jabłka;4 307,00 zł;1 335,20 zł
7.03.2026;Pomarańcze;869,00 zł;338,90 zł
29.06.2026;Banany;4 810,00 zł;2 116,40 zł
23.02.2026;Pomidory;7 949,00 zł;2 782,20 zł
7.04.2026;Pomidory;9 367,00 zł;6 931,60 zł
4.10.2026;Pomidory;911,00 zł;273,30 zł
19.12.2026;Banany;601,00 zł;204,30 zł
23.10.2026;Ziemniaki;6 709,00 zł;2 884,90 zł
6.12.2026;Pomarańcze;5 137,00 zł;3 236,30 zł
5.03.2026;Pomarańcze;1 818,00 zł;599,90 zł
31.07.2026;Pomarańcze;9 589,00 zł;5 753,40 zł
4.01.2026;Marchew;2 091,00 zł;1 568,30 zł
22.02.2026;Pomarańcze;4 789,00 zł;2 921,30 zł
30.08.2026;Banany;10 283,00 zł;4 524,50 zł
14.02.2026;Ziemniaki;5 305,00 zł;2 811,70 zł
16.10.2026;Gruszki;821,00 zł;632,20 zł
10.02.2026;Ziemniaki;9 824,00 zł;5 206,70 zł
16.06.2026;Gruszki;9 847,00 zł;4 825,00 zł
16.03.2026;Pomarańcze;3 863,00 zł;2 858,60 zł
15.01.2026;Pomarańcze;9 239,00 zł;4 619,50 zł
30.12.2026;Banany;3 258,00 zł;2 280,60 zł
31.12.2026;Banany;1 295,00 zł;531,00 zł
15.02.2026;Pomarańcze;6 689,00 zł;2 742,50 zł
27.09.2026;Pomarańcze;2 236,00 zł;983,80 zł
21.05.2026;Banany;1 824,00 zł;784,30 zł
27.01.2026;Marchew;5 938,00 zł;2 375,20 zł
9.01.2026;Banany;2 712,00 zł;1 735,70 zł
21.01.2026;Pomarańcze;8 902,00 zł;5 964,30 zł
15.11.2026;Banany;863,00 zł;690,40 zł
22.04.2026;Jabłka;6 791,00 zł;4 006,70 zł
20.09.2026;Marchew;4 837,00 zł;3 095,70 zł
18.10.2026;Marchew;5 132,00 zł;2 668,60 zł
3.06.2026;Pomidory;1 312,00 zł;800,30 zł
28.03.2026;Pomidory;7 024,00 zł;3 933,40 zł
27.10.2026;Gruszki;8 958,00 zł;7 166,40 zł
7.09.2026;Pomidory;4 703,00 zł;1 457,90 zł
19.12.2026;Banany;7 744,00 zł;6 195,20 zł
26.03.2026;Gruszki;1 491,00 zł;551,70 zł
2.11.2026;Gruszki;2 668,00 zł;1 093,90 zł
5.10.2026;Gruszki;7 646,00 zł;3 058,40 zł
14.03.2026;Banany;6 348,00 zł;2 158,30 zł
15.09.2026;Ziemniaki;4 154,00 zł;2 533,90 zł
19.09.2026;Marchew;10 815,00 zł;7 354,20 zł
16.11.2026;Gruszki;7 601,00 zł;3 116,40 zł
5.08.2026;Marchew;9 690,00 zł;7 558,20 zł
2.05.2026;Pomarańcze;3 419,00 zł;1 641,10 zł
30.03.2026;Jabłka;8 086,00 zł;5 417,60 zł
18.04.2026;Pomarańcze;2 267,00 zł;680,10 zł
2.06.2026;Pomidory;2 007,00 zł;1 545,40 zł
10.06.2026;Jabłka;9 032,00 zł;3 883,80 zł
11.05.2026;Jabłka;11 874,00 zł;5 105,80 zł
28.04.2026;Banany;5 614,00 zł;2 245,60 zł
24.08.2026;Gruszki;7 215,00 zł;2 525,30 zł
16.10.2026;Pomidory;10 893,00 zł;5 010,80 zł
10.11.2026;Marchew;10 819,00 zł;6 491,40 zł
9.06.2026;Pomarańcze;4 457,00 zł;2 540,50 zł
8.01.2026;Banany;3 079,00 zł;1 909,00 zł
10.11.2026;Gruszki;8 960,00 zł;5 555,20 zł
23.09.2026;Pomidory;7 418,00 zł;5 934,40 zł
21.07.2026;Ziemniaki;7 212,00 zł;4 399,30 zł
26.10.2026;Jabłka;704,00 zł;549,10 zł
15.03.2026;Gruszki;6 772,00 zł;5 214,40 zł
23.10.2026;Banany;2 772,00 zł;1 386,00 zł
25.11.2026;Ziemniaki;2 572,00 zł;2 006,20 zł
14.12.2026;Pomarańcze;9 843,00 zł;5 118,40 zł
15.04.2026;Jabłka;7 697,00 zł;5 234,00 zł
29.01.2026;Pomidory;2 696,00 zł;1 563,70 zł
31.10.2026;Jabłka;10 099,00 zł;7 069,30 zł
1.05.2026;Gruszki;3 064,00 zł;1 072,40 zł
28.09.2026;Banany;9 504,00 zł;3 041,30 zł
25.03.2026;Ziemniaki;9 160,00 zł;4 580,00 zł
9.07.2026;Pomarańcze;11 445,00 zł;4 921,40 zł
11.09.2026;Pomarańcze;10 417,00 zł;6 354,40 zł
6.01.2026;Jabłka;532,00 zł;186,20 zł
15.04.2026;Gruszki;3 818,00 zł;1 870,80 zł
11.04.2026;Gruszki;8 022,00 zł;3 289,00 zł
12.06.2026;Pomarańcze;4 020,00 zł;1 206,00 zł
4.05.2026;Ziemniaki;11 292,00 zł;3 726,40 zł
11.01.2026;Pomarańcze;5 151,00 zł;3 399,70 zł
20.02.2026;Banany;5 292,00 zł;3 916,10 zł
26.12.2026;Jabłka;5 597,00 zł;2 854,50 zł
18.12.2026;Pomidory;6 993,00 zł;3 776,20 zł
22.04.2026;Pomarańcze;1 184,00 zł;556,50 zł
15.10.2026;Marchew;9 051,00 zł;5 340,10 zł
21.09.2026;Jabłka;6 649,00 zł;2 393,60 zł
25.11.2026;Jabłka;11 658,00 zł;3 730,60 zł
17.05.2026;Pomidory;6 341,00 zł;4 185,10 zł
2.12.2026;Pomidory;3 218,00 zł;1 963,00 zł
14.03.2026;Pomidory;2 742,00 zł;2 001,70 zł
15.03.2026;Banany;4 123,00 zł;2 350,10 zł
9.12.2026;Jabłka;6 578,00 zł;4 407,30 zł
31.03.2026;Pomidory;9 945,00 zł;2 983,50 zł
15.06.2026;Ziemniaki;7 603,00 zł;5 018,00 zł
19.08.2026;Ziemniaki;9 182,00 zł;5 968,30 zł
8.09.2026;Ziemniaki;2 467,00 zł;1 702,20 zł
29.05.2026;Pomarańcze;2 736,00 zł;1 285,90 zł
7.09.2026;Pomidory;10 924,00 zł;3 386,40 zł
21.01.2026;Gruszki;3 624,00 zł;1 449,60 zł
4.09.2026;Jabłka;3 181,00 zł;1 876,80 zł
11.09.2026;Ziemniaki;7 575,00 zł;5 302,50 zł
11.06.2026;Marchew;8 706,00 zł;4 614,20 zł
14.03.2026;Ziemniaki;862,00 zł;586,20 zł
13.01.2026;Pomidory;4 455,00 zł;2 717,60 zł
12.07.2026;Jabłka;10 826,00 zł;6 928,60 zł
19.02.2026;Gruszki;8 261,00 zł;6 526,20 zł
9.02.2026;Pomarańcze;4 777,00 zł;2 293,00 zł
22.12.2026;Marchew;2 970,00 zł;1 277,10 zł
28.05.2026;Banany;10 355,00 zł;4 349,10 zł
29.06.2026;Banany;4 515,00 zł;1 986,60 zł
12.07.2026;Pomarańcze;4 896,00 zł;1 468,80 zł
25.11.2026;Gruszki;5 001,00 zł;2 650,50 zł
10.10.2026;Gruszki;2 143,00 zł;1 650,10 zł
26.03.2026;Banany;9 417,00 zł;5 932,70 zł
13.01.2026;Ziemniaki;11 461,00 zł;5 157,50 zł
27.09.2026;Gruszki;1 605,00 zł;1 203,80 zł
4.10.2026;Jabłka;5 669,00 zł;3 288,00 zł
3.01.2026;Banany;11 620,00 zł;3 950,80 zł
17.12.2026;Jabłka;11 708,00 zł;4 449,00 zł
23.02.2026;Pomarańcze;10 069,00 zł;7 853,80 zł
3.07.2026;Jabłka;1 288,00 zł;940,20 zł
14.10.2026;Pomarańcze;9 492,00 zł;5 695,20 zł
11.11.2026;Pomidory;10 229,00 zł;8 183,20 zł
3.11.2026;Ziemniaki;7 042,00 zł;3 028,10 zł
31.01.2026;Pomarańcze;4 619,00 zł;3 464,30 zł
18.08.2026;Gruszki;2 517,00 zł;1 006,80 zł
10.10.2026;Ziemniaki;11 926,00 zł;5 008,90 zł
3.06.2026;Gruszki;8 427,00 zł;3 876,40 zł
24.04.2026;Gruszki;5 914,00 zł;4 376,40 zł
28.12.2026;Jabłka;10 890,00 zł;7 731,90 zł
13.11.2026;Marchew;9 489,00 zł;3 036,50 zł
13.01.2026;Gruszki;3 884,00 zł;1 825,50 zł
6.03.2026;Marchew;627,00 zł;401,30 zł
5.02.2026;Pomarańcze;11 470,00 zł;5 735,00 zł
22.09.2026;Banany;558,00 zł;178,60 zł
17.04.2026;Gruszki;10 367,00 zł;8 189,90 zł
23.06.2026;Pomidory;9 640,00 zł;4 048,80 zł
18.08.2026;Ziemniaki;5 112,00 zł;3 885,10 zł
24.12.2026;Jabłka;2 412,00 zł;771,80 zł
27.07.2026;Marchew;9 231,00 zł;6 000,20 zł
26.04.2026;Banany;9 363,00 zł;5 524,20 zł
2.10.2026;Jabłka;10 924,00 zł;8 739,20 zł
7.01.2026;Banany;8 691,00 zł;5 736,10 zł
1.09.2026;Gruszki;9 560,00 zł;5 066,80 zł
11.05.2026;Pomidory;8 542,00 zł;4 271,00 zł
9.07.2026;Ziemniaki;1 822,00 zł;1 202,50 zł
1.04.2026;Pomarańcze;11 213,00 zł;5 045,90 zł
26.03.2026;Gruszki;3 709,00 zł;1 149,80 zł
25.01.2026;Ziemniaki;7 391,00 zł;3 769,40 zł
8.08.2026;Ziemniaki;1 547,00 zł;742,60 zł
30.07.2026;Banany;7 171,00 zł;3 513,80 zł
2.01.2026;Banany;5 580,00 zł;4 408,20 zł
18.09.2026;Pomarańcze;8 575,00 zł;3 087,00 zł
24.09.2026;Ziemniaki;3 454,00 zł;1 554,30 zł
8.10.2026;Gruszki;11 063,00 zł;3 982,70 zł
9.11.2026;Banany;9 679,00 zł;4 065,20 zł
16.11.2026;Pomarańcze;1 311,00 zł;747,30 zł
15.07.2026;Gruszki;6 776,00 zł;4 065,60 zł
13.01.2026;Gruszki;6 940,00 zł;4 927,40 zł
4.09.2026;Banany;9 989,00 zł;3 596,00 zł
28.10.2026;Banany;2 278,00 zł;1 731,30 zł
31.05.2026;Ziemniaki;1 478,00 zł;635,50 zł
7.06.2026;Pomarańcze;1 740,00 zł;870,00 zł
9.05.2026;Banany;6 925,00 zł;5 124,50 zł
27.03.2026;Ziemniaki;9 113,00 zł;6 743,60 zł
14.05.2026;Gruszki;3 676,00 zł;2 499,70 zł
30.12.2026;Gruszki;7 291,00 zł;3 281,00 zł
7.12.2026;Jabłka;3 967,00 zł;1 269,40 zł
15.11.2026;Marchew;11 648,00 zł;6 289,90 zł
12.10.2026;Pomarańcze;5 492,00 zł;2 691,10 zł
1.03.2026;Pomarańcze;4 019,00 zł;2 652,50 zł
28.09.2026;Pomarańcze;10 885,00 zł;5 442,50 zł
29.05.2026;Marchew;11 269,00 zł;5 972,60 zł
24.07.2026;Banany;6 046,00 zł;3 204,40 zł
29.01.2026;Gruszki;10 671,00 zł;7 149,60 zł
19.10.2026;Ziemniaki;2 974,00 zł;2 290,00 zł
17.06.2026;Marchew;1 887,00 zł;622,70 zł
18.07.2026;Gruszki;3 812,00 zł;2 592,20 zł
19.10.2026;Jabłka;9 351,00 zł;6 358,70 zł
19.12.2026;Jabłka;686,00 zł;212,70 zł
6.10.2026;Ziemniaki;545,00 zł;359,70 zł
7.02.2026;Marchew;5 277,00 zł;2 902,40 zł
26.09.2026;Jabłka;7 690,00 zł;5 383,00 zł
22.08.2026;Pomarańcze;6 027,00 zł;4 520,30 zł
5.09.2026;Banany;11 038,00 zł;3 752,90 zł
31.10.2026;Gruszki;8 344,00 zł;3 337,60 zł
14.10.2026;Banany;11 506,00 zł;7 478,90 zł
29.01.2026;Jabłka;2 672,00 zł;2 084,20 zł
2.02.2026;Jabłka;7 607,00 zł;3 651,40 zł
7.08.2026;Ziemniaki;8 653,00 zł;4 153,40 zł
24.03.2026;Ziemniaki;11 928,00 zł;5 725,40 zł
12.01.2026;Marchew;6 043,00 zł;2 115,10 zł
24.02.2026;Marchew;2 136,00 zł;790,30 zł
7.12.2026;Marchew;6 414,00 zł;4 425,70 zł
8.02.2026;Jabłka;5 277,00 zł;2 744,00 zł
18.03.2026;Gruszki;8 512,00 zł;2 638,70 zł
26.06.2026;Banany;8 174,00 zł;3 760,00 zł
18.02.2026;Pomidory;9 591,00 zł;3 069,10 zł
21.04.2026;Gruszki;11 704,00 zł;5 149,80 zł
17.11.2026;Pomarańcze;6 419,00 zł;3 979,80 zł
25.11.2026;Gruszki;4 271,00 zł;2 306,30 zł
26.09.2026;Banany;11 473,00 zł;8 260,60 zł
26.01.2026;Pomidory;6 933,00 zł;2 218,60 zł
24.03.2026;Pomarańcze;8 570,00 zł;5 142,00 zł
20.03.2026;Jabłka;660,00 zł;217,80 zł
7.02.2026;Banany;5 245,00 zł;2 517,60 zł
13.12.2026;Ziemniaki;10 787,00 zł;5 717,10 zł
16.11.2026;Pomidory;5 533,00 zł;4 149,80 zł
20.08.2026;Ziemniaki;10 479,00 zł;6 916,10 zł
6.02.2026;Ziemniaki;11 865,00 zł;7 830,90 zł
18.09.2026;Banany;3 621,00 zł;1 158,70 zł
30.01.2026;Pomarańcze;2 149,00 zł;1 246,40 zł
3.05.2026;Pomidory;3 719,00 zł;2 752,10 zł
5.12.2026;Marchew;5 041,00 zł;2 318,90 zł
25.08.2026;Gruszki;6 846,00 zł;3 970,70 zł
5.01.2026;Gruszki;6 856,00 zł;3 702,20 zł
3.08.2026;Banany;8 652,00 zł;3 720,40 zł
29.01.2026;Banany;2 919,00 zł;2 247,60 zł
2.03.2026;Ziemniaki;11 422,00 zł;3 655,00 zł
24.11.2026;Gruszki;1 785,00 zł;660,50 zł
12.09.2026;Marchew;8 478,00 zł;5 680,30 zł
15.10.2026;Pomarańcze;8 019,00 zł;6 415,20 zł
29.11.2026;Marchew;8 496,00 zł;4 163,00 zł
30.01.2026;Jabłka;5 387,00 zł;3 501,60 zł
12.05.2026;Gruszki;11 944,00 zł;7 763,60 zł
3.04.2026;Pomarańcze;10 495,00 zł;8 396,00 zł
27.05.2026;Marchew;11 236,00 zł;4 943,80 zł
26.04.2026;Gruszki;9 164,00 zł;6 323,20 zł
20.10.2026;Gruszki;6 664,00 zł;3 598,60 zł
25.10.2026;Gruszki;3 265,00 zł;1 273,40 zł
21.05.2026;Pomidory;7 645,00 zł;4 434,10 zł
2.02.2026;Jabłka;10 404,00 zł;6 138,40 zł
4.09.2026;Marchew;2 118,00 zł;1 567,30 zł
2.06.2026;Ziemniaki;5 803,00 zł;4 120,10 zł
5.09.2026;Pomarańcze;11 295,00 zł;6 438,20 zł
8.04.2026;Pomidory;5 151,00 zł;4 069,30 zł
19.11.2026;Ziemniaki;6 547,00 zł;4 255,60 zł
23.03.2026;Ziemniaki;3 131,00 zł;2 348,30 zł
11.09.2026;Ziemniaki;5 958,00 zł;2 442,80 zł
8.04.2026;Pomidory;7 316,00 zł;5 560,20 zł
4.12.2026;Pomarańcze;6 632,00 zł;2 122,20 zł
7.03.2026;Pomidory;6 573,00 zł;3 615,20 zł
13.04.2026;Ziemniaki;6 827,00 zł;4 710,60 zł
3.07.2026;Pomarańcze;11 488,00 zł;9 190,40 zł
30.08.2026;Ziemniaki;1 408,00 zł;464,60 zł
20.06.2026;Pomarańcze;6 055,00 zł;4 783,50 zł
13.05.2026;Pomidory;5 065,00 zł;1 874,10 zł
14.09.2026;Marchew;1 598,00 zł;655,20 zł
3.12.2026;Ziemniaki;9 337,00 zł;6 535,90 zł
4.09.2026;Jabłka;7 866,00 zł;5 506,20 zł
29.11.2026;Pomidory;3 578,00 zł;2 683,50 zł
10.05.2026;Pomidory;6 841,00 zł;3 694,10 zł
7.09.2026;Pomidory;10 778,00 zł;8 406,80 zł
4.02.2026;Gruszki;7 056,00 zł;4 727,50 zł
23.08.2026;Jabłka;2 686,00 zł;1 155,00 zł
30.03.2026;Ziemniaki;10 202,00 zł;3 978,80 zł
7.08.2026;Banany;9 072,00 zł;5 806,10 zł
8.12.2026;Pomidory;6 837,00 zł;2 871,50 zł
