Data;Produkt;Przychód;Koszt
26.02.2026;Pomarańcze;10 291,00 zł;5 865,90 zł
4.08.2026;Jabłka;8 153,00 zł;3 831,90 zł
27.07.2026;Ziemniaki;7 774,00 zł;4 042,50 zł
18.03.2026;Gruszki;841,00 zł;378,50 zł
8.08.2026;Banany;9 861,00 zł;7 001,30 zł
25.03.2026;Jabłka;7 469,00 zł;4 630,80 zł
27.04.2026;Pomidory;3 124,00 zł;1 874,40 zł
30.07.2026;Ziemniaki;5 734,00 zł;2 350,90 zł
12.04.2026;Jabłka;9 715,00 zł;7 674,90 zł
11.03.2026;Pomidory;6 872,00 zł;4 673,00 zł
27.01.2026;Ziemniaki;4 857,00 zł;2 331,40 zł
21.06.2026;Pomarańcze;5 061,00 zł;2 429,30 zł
30.01.2026;Banany;3 673,00 zł;2 938,40 zł
28.12.2026;Marchew;4 005,00 zł;2 042,60 zł
19.10.2026;Pomarańcze;8 206,00 zł;3 856,80 zł
18.08.2026;Banany;11 633,00 zł;7 677,80 zł
2.02.2026;Pomarańcze;1 314,00 zł;972,40 zł
18.07.2026;Banany;9 107,00 zł;2 732,10 zł
4.04.2026;Gruszki;9 014,00 zł;6 670,40 zł
27.06.2026;Gruszki;3 443,00 zł;1 273,90 zł
4.12.2026;Pomarańcze;10 277,00 zł;8 118,80 zł
17.11.2026;Pomidory;2 785,00 zł;1 949,50 zł
10.10.2026;Pomidory;9 210,00 zł;6 447,00 zł
26.08.2026;Pomarańcze;5 964,00 zł;2 683,80 zł
19.04.2026;Gruszki;10 661,00 zł;4 264,40 zł
1.11.2026;Marchew;4 524,00 zł;1 764,40 zł
21.11.2026;Ziemniaki;2 617,00 zł;811,30 zł
26.01.2026;Banany;10 591,00 zł;4 024,60 zł
21.09.2026;Pomarańcze;1 375,00 zł;508,80 zł
28.01.2026;Ziemniaki;6 699,00 zł;2 880,60 zł
1.06.2026;Pomarańcze;3 652,00 zł;2 191,20 zł
18.05.2026;Pomidory;4 695,00 zł;2 864,00 zł
15.02.2026;Pomarańcze;9 056,00 zł;4 890,20 zł
26.08.2026;Ziemniaki;10 851,00 zł;3 797,90 zł
24.10.2026;Banany;1 679,00 zł;839,50 zł
11.01.2026;Pomarańcze;11 907,00 zł;5 596,30 zł
8.02.2026;Pomarańcze;8 157,00 zł;5 873,00 zł
29.09.2026;Ziemniaki;4 537,00 zł;3 402,80 zł
26.07.2026;Pomarańcze;784,00 zł;368,50 zł
7.11.2026;Pomarańcze;10 366,00 zł;5 701,30 zł
4.05.2026;Marchew;5 775,00 zł;3 118,50 zł
12.12.2026;Gruszki;8 155,00 zł;5 871,60 zł
18.08.2026;Gruszki;664,00 zł;345,30 zł
25.03.2026;Banany;6 696,00 zł;4 888,10 zł
16.11.2026;Banany;9 231,00 zł;4 984,70 zł
22.03.2026;Gruszki;5 832,00 zł;3 149,30 zł
30.10.2026;Marchew;6 868,00 zł;5 219,70 zł
28.06.2026;Gruszki;11 496,00 zł;8 047,20 zł
2.05.2026;Marchew;5 249,00 zł;2 887,00 zł
3.09.2026;Banany;739,00 zł;591,20 zł
19.02.2026;Ziemniaki;6 789,00 zł;3 122,90 zł
1.10.2026;Ziemniaki;7 210,00 zł;4 109,70 zł
23.04.2026;Marchew;10 613,00 zł;3 714,60 zł
19.04.2026;Jabłka;5 119,00 zł;3 429,70 zł
22.04.2026;Marchew;1 607,00 zł;771,40 zł
22.08.2026;Pomidory;2 083,00 zł;895,70 zł
24.12.2026;Pomarańcze;9 022,00 zł;3 789,20 zł
11.12.2026;Ziemniaki;11 865,00 zł;5 220,60 zł
25.01.2026;Banany;7 332,00 zł;4 619,20 zł
12.01.2026;Marchew;11 656,00 zł;5 944,60 zł
26.07.2026;Pomidory;8 958,00 zł;6 181,00 zł
23.06.2026;Pomarańcze;1 893,00 zł;605,80 zł
16.02.2026;Marchew;1 458,00 zł;845,60 zł
8.08.2026;Jabłka;9 058,00 zł;5 706,50 zł
26.05.2026;Pomidory;2 336,00 zł;1 845,40 zł
1.07.2026;Marchew;4 290,00 zł;2 316,60 zł
24.12.2026;Pomidory;10 984,00 zł;5 382,20 zł
16.02.2026;Pomidory;10 127,00 zł;4 861,00 zł
16.10.2026;Gruszki;5 105,00 zł;3 114,10 zł
14.10.2026;Banany;3 072,00 zł;2 334,70 zł
11.11.2026;Pomarańcze;9 481,00 zł;5 878,20 zł
13.04.2026;Gruszki;10 645,00 zł;5 535,40 zł
12.09.2026;Pomidory;7 386,00 zł;4 283,90 zł
27.09.2026;Pomarańcze;10 296,00 zł;6 280,60 zł
24.01.2026;Banany;5 004,00 zł;1 801,40 zł
22.01.2026;Jabłka;3 382,00 zł;2 570,30 zł
14.02.2026;Ziemniaki;6 398,00 zł;3 518,90 zł
13.05.2026;Pomarańcze;6 711,00 zł;4 563,50 zł
17.06.2026;Jabłka;10 587,00 zł;7 834,40 zł
6.12.2026;Jabłka;4 216,00 zł;1 770,70 zł
26.11.2026;Jabłka;6 047,00 zł;3 204,90 zł
16.11.2026;Marchew;6 134,00 zł;2 699,00 zł
8.01.2026;Banany;3 811,00 zł;2 439,00 zł
24.02.2026;Pomarańcze;6 218,00 zł;4 725,70 zł
25.02.2026;Gruszki;11 631,00 zł;7 909,10 zł
1.08.2026;Pomidory;11 233,00 zł;3 931,60 zł
27.12.2026;Pomarańcze;6 980,00 zł;2 582,60 zł
13.10.2026;Jabłka;1 671,00 zł;1 219,80 zł
4.08.2026;Marchew;6 420,00 zł;3 980,40 zł
25.05.2026;Pomarańcze;1 117,00 zł;368,60 zł
14.06.2026;Jabłka;6 895,00 zł;2 551,20 zł
9.12.2026;Jabłka;9 888,00 zł;2 966,40 zł
1.09.2026;Marchew;4 574,00 zł;1 783,90 zł
14.08.2026;Pomarańcze;9 215,00 zł;4 238,90 zł
3.05.2026;Pomarańcze;5 572,00 zł;2 841,70 zł
2.12.2026;Ziemniaki;7 515,00 zł;4 959,90 zł
27.06.2026;Jabłka;1 227,00 zł;871,20 zł
6.05.2026;Jabłka;7 141,00 zł;4 498,80 zł
5.03.2026;Pomidory;10 270,00 zł;4 108,00 zł
18.04.2026;Marchew;8 385,00 zł;6 540,30 zł
22.06.2026;Pomidory;4 106,00 zł;2 258,30 zł
4.04.2026;Gruszki;7 484,00 zł;4 340,70 zł
13.11.2026;Jabłka;9 739,00 zł;4 382,60 zł
9.01.2026;Banany;1 996,00 zł;1 417,20 zł
2.02.2026;Ziemniaki;9 722,00 zł;4 861,00 zł
28.04.2026;Pomidory;8 735,00 zł;4 716,90 zł
13.05.2026;Ziemniaki;2 651,00 zł;1 643,60 zł
8.08.2026;Banany;6 888,00 zł;2 479,70 zł
24.10.2026;Banany;1 279,00 zł;383,70 zł
21.06.2026;Marchew;5 931,00 zł;3 558,60 zł
15.04.2026;Pomidory;3 110,00 zł;2 301,40 zł
25.08.2026;Ziemniaki;10 044,00 zł;3 816,70 zł
13.10.2026;Ziemniaki;11 026,00 zł;4 851,40 zł
1.09.2026;Jabłka;3 567,00 zł;2 389,90 zł
9.10.2026;Jabłka;11 628,00 zł;3 953,50 zł
16.12.2026;Marchew;10 445,00 zł;7 311,50 zł
30.12.2026;Jabłka;5 090,00 zł;3 104,90 zł
5.06.2026;Pomarańcze;9 172,00 zł;7 245,90 zł
23.04.2026;Pomarańcze;8 712,00 zł;6 446,90 zł
12.04.2026;Ziemniaki;8 648,00 zł;4 583,40 zł
6.06.2026;Marchew;6 946,00 zł;2 222,70 zł
12.10.2026;Pomidory;5 234,00 zł;2 407,60 zł
26.11.2026;Banany;9 752,00 zł;7 021,40 zł
23.04.2026;Banany;9 513,00 zł;5 137,00 zł
24.10.2026;Marchew;2 151,00 zł;709,80 zł
8.12.2026;Gruszki;7 754,00 zł;5 040,10 zł
10.10.2026;Pomarańcze;3 171,00 zł;1 966,00 zł
15.05.2026;Pomidory;7 954,00 zł;3 340,70 zł
17.02.2026;Banany;8 619,00 zł;5 774,70 zł
3.07.2026;Ziemniaki;4 611,00 zł;3 366,00 zł
11.03.2026;Jabłka;8 864,00 zł;2 925,10 zł
16.11.2026;Banany;3 323,00 zł;1 428,90 zł
28.08.2026;Gruszki;9 695,00 zł;4 556,70 zł
17.10.2026;Banany;10 933,00 zł;5 575,80 zł
24.11.2026;Pomidory;3 520,00 zł;2 252,80 zł
19.12.2026;Gruszki;8 938,00 zł;5 094,70 zł
21.08.2026;Jabłka;4 616,00 zł;2 077,20 zł
26.08.2026;Ziemniaki;7 432,00 zł;5 797,00 zł
16.03.2026;Ziemniaki;4 760,00 zł;2 665,60 zł
21.09.2026;Gruszki;6 186,00 zł;3 773,50 zł
23.01.2026;Pomarańcze;2 562,00 zł;1 024,80 zł
2.10.2026;Marchew;4 782,00 zł;1 578,10 zł
10.09.2026;Gruszki;889,00 zł;675,60 zł
31.08.2026;Gruszki;8 636,00 zł;2 677,20 zł
15.09.2026;Ziemniaki;9 564,00 zł;7 268,60 zł
30.04.2026;Banany;2 894,00 zł;1 360,20 zł
2.12.2026;Pomidory;6 620,00 zł;2 383,20 zł
16.03.2026;Jabłka;10 124,00 zł;5 062,00 zł
16.05.2026;Pomidory;3 037,00 zł;971,80 zł
18.05.2026;Ziemniaki;6 758,00 zł;3 987,20 zł
31.01.2026;Ziemniaki;2 276,00 zł;1 729,80 zł
1.07.2026;Pomarańcze;1 971,00 zł;1 320,60 zł
29.10.2026;Jabłka;5 546,00 zł;3 715,80 zł
26.02.2026;Pomidory;6 087,00 zł;2 800,00 zł
7.03.2026;Marchew;5 117,00 zł;2 609,70 zł
27.04.2026;Ziemniaki;11 448,00 zł;4 464,70 zł
28.08.2026;Gruszki;2 367,00 zł;1 514,90 zł
4.04.2026;Pomidory;11 194,00 zł;8 843,30 zł
19.08.2026;Pomidory;3 561,00 zł;2 670,80 zł
23.11.2026;Banany;8 440,00 zł;2 954,00 zł
2.09.2026;Gruszki;10 113,00 zł;4 449,70 zł
10.07.2026;Banany;7 091,00 zł;3 474,60 zł
5.04.2026;Banany;6 444,00 zł;2 513,20 zł
24.11.2026;Ziemniaki;6 263,00 zł;2 004,20 zł
31.01.2026;Ziemniaki;6 361,00 zł;2 671,60 zł
22.08.2026;Banany;4 258,00 zł;2 299,30 zł
13.05.2026;Pomidory;5 754,00 zł;2 819,50 zł
27.01.2026;Pomidory;8 170,00 zł;6 290,90 zł
5.03.2026;Pomidory;11 382,00 zł;5 463,40 zł
12.01.2026;Ziemniaki;11 483,00 zł;8 382,60 zł
1.10.2026;Pomarańcze;965,00 zł;521,10 zł
10.03.2026;Gruszki;662,00 zł;417,10 zł
30.07.2026;Pomidory;6 255,00 zł;4 566,20 zł
20.02.2026;Marchew;936,00 zł;683,30 zł
2.03.2026;Pomidory;10 009,00 zł;3 803,40 zł
9.12.2026;Marchew;11 922,00 zł;7 510,90 zł
15.10.2026;Banany;1 346,00 zł;578,80 zł
17.11.2026;Pomidory;10 791,00 zł;7 230,00 zł
29.04.2026;Pomarańcze;6 709,00 zł;3 287,40 zł
9.09.2026;Pomidory;2 864,00 zł;1 059,70 zł
3.04.2026;Pomarańcze;10 520,00 zł;5 260,00 zł
22.01.2026;Marchew;5 899,00 zł;2 241,60 zł
20.07.2026;Gruszki;10 748,00 zł;3 224,40 zł
24.01.2026;Banany;5 701,00 zł;4 503,80 zł
2.11.2026;Gruszki;3 691,00 zł;2 915,90 zł
5.02.2026;Marchew;11 696,00 zł;7 602,40 zł
29.08.2026;Ziemniaki;4 857,00 zł;1 942,80 zł
29.05.2026;Pomidory;901,00 zł;396,40 zł
25.01.2026;Marchew;4 109,00 zł;1 684,70 zł
9.10.2026;Pomidory;10 614,00 zł;5 943,80 zł
4.01.2026;Gruszki;8 365,00 zł;3 095,10 zł
20.01.2026;Marchew;10 113,00 zł;3 842,90 zł
9.02.2026;Marchew;6 934,00 zł;2 080,20 zł
15.12.2026;Jabłka;7 724,00 zł;2 548,90 zł
25.07.2026;Gruszki;9 477,00 zł;5 686,20 zł
26.03.2026;Marchew;6 664,00 zł;2 332,40 zł
21.09.2026;Gruszki;4 819,00 zł;1 975,80 zł
17.07.2026;Ziemniaki;10 131,00 zł;4 356,30 zł
19.11.2026;Jabłka;3 010,00 zł;1 023,40 zł
4.06.2026;Marchew;7 222,00 zł;4 694,30 zł
13.09.2026;Gruszki;6 995,00 zł;4 336,90 zł
22.11.2026;Marchew;5 841,00 zł;3 621,40 zł
19.08.2026;Pomarańcze;5 148,00 zł;1 853,30 zł
20.03.2026;Jabłka;7 437,00 zł;3 495,40 zł
24.11.2026;Gruszki;11 106,00 zł;3 998,20 zł
23.02.2026;Marchew;5 319,00 zł;3 723,30 zł
10.12.2026;Pomidory;1 290,00 zł;1 019,10 zł
13.07.2026;Banany;5 895,00 zł;3 419,10 zł
17.11.2026;Gruszki;6 622,00 zł;4 966,50 zł
30.04.2026;Pomidory;10 750,00 zł;5 267,50 zł
31.10.2026;Pomarańcze;11 876,00 zł;6 175,50 zł
13.09.2026;Gruszki;1 320,00 zł;528,00 zł
14.08.2026;Pomarańcze;5 933,00 zł;3 797,10 zł
23.09.2026;Ziemniaki;10 832,00 zł;4 766,10 zł
20.08.2026;Jabłka;9 713,00 zł;5 050,80 zł
4.09.2026;Banany;8 794,00 zł;4 484,90 zł
30.06.2026;Pomidory;699,00 zł;342,50 zł
13.04.2026;Marchew;9 955,00 zł;3 185,60 zł
1.05.2026;Jabłka;11 443,00 zł;8 925,50 zł
17.02.2026;Pomidory;10 131,00 zł;4 356,30 zł
6.10.2026;Gruszki;5 087,00 zł;3 815,30 zł
3.02.2026;Pomidory;4 608,00 zł;1 751,00 zł
24.03.2026;Pomarańcze;1 104,00 zł;496,80 zł
29.06.2026;Gruszki;2 856,00 zł;2 199,10 zł
26.09.2026;Pomidory;3 734,00 zł;1 530,90 zł
19.10.2026;Gruszki;5 391,00 zł;3 989,30 zł
14.04.2026;Pomarańcze;7 032,00 zł;4 992,70 zł
2.02.2026;Jabłka;5 209,00 zł;3 385,90 zł
3.12.2026;Pomarańcze;9 483,00 zł;5 784,60 zł
7.02.2026;Pomarańcze;7 901,00 zł;3 555,50 zł
10.11.2026;Ziemniaki;9 886,00 zł;3 064,70 zł
6.11.2026;Jabłka;10 177,00 zł;6 106,20 zł
17.11.2026;Pomidory;5 530,00 zł;4 092,20 zł
20.05.2026;Banany;2 089,00 zł;1 566,80 zł
17.09.2026;Pomidory;8 797,00 zł;5 366,20 zł
11.08.2026;Marchew;2 569,00 zł;1 901,10 zł
6.10.2026;Banany;3 709,00 zł;2 670,50 zł
12.02.2026;Gruszki;4 875,00 zł;3 120,00 zł
25.01.2026;Gruszki;7 179,00 zł;2 440,90 zł
24.05.2026;Pomarańcze;11 477,00 zł;7 689,60 zł
3.03.2026;Pomidory;8 075,00 zł;4 360,50 zł
2.12.2026;Gruszki;10 416,00 zł;3 645,60 zł
27.03.2026;Banany;3 044,00 zł;1 704,60 zł
16.11.2026;Pomarańcze;1 622,00 zł;1 248,90 zł
25.12.2026;Jabłka;3 307,00 zł;2 116,50 zł
10.03.2026;Ziemniaki;7 889,00 zł;3 628,90 zł
9.11.2026;Banany;2 468,00 zł;962,50 zł
11.07.2026;Marchew;11 263,00 zł;5 068,40 zł
22.03.2026;Pomidory;3 709,00 zł;2 299,60 zł
24.04.2026;Gruszki;7 897,00 zł;4 580,30 zł
22.12.2026;Gruszki;9 813,00 zł;5 789,70 zł
20.10.2026;Jabłka;6 201,00 zł;2 170,40 zł
22.02.2026;Jabłka;10 731,00 zł;6 009,40 zł
13.04.2026;Pomarańcze;6 549,00 zł;4 518,80 zł
15.05.2026;Pomarańcze;2 321,00 zł;696,30 zł
9.09.2026;Marchew;4 152,00 zł;2 823,40 zł
31.12.2026;Pomarańcze;11 377,00 zł;3 640,60 zł
30.12.2026;Gruszki;580,00 zł;261,00 zł
12.12.2026;Marchew;10 785,00 zł;4 961,10 zł
21.11.2026;Ziemniaki;3 805,00 zł;1 636,20 zł
17.09.2026;Pomarańcze;2 170,00 zł;1 106,70 zł
28.12.2026;Banany;3 681,00 zł;2 135,00 zł
14.02.2026;Pomarańcze;8 266,00 zł;6 282,20 zł
17.02.2026;Banany;3 666,00 zł;2 786,20 zł
2.05.2026;Gruszki;9 691,00 zł;5 620,80 zł
8.03.2026;Marchew;7 136,00 zł;3 353,90 zł
10.12.2026;Gruszki;887,00 zł;532,20 zł
2.05.2026;Pomidory;8 427,00 zł;3 370,80 zł
24.04.2026;Marchew;2 085,00 zł;1 084,20 zł
20.10.2026;Gruszki;3 319,00 zł;1 858,60 zł
6.09.2026;Pomarańcze;2 633,00 zł;1 895,80 zł
25.09.2026;Marchew;1 546,00 zł;742,10 zł
25.07.2026;Ziemniaki;1 793,00 zł;1 362,70 zł
7.06.2026;Pomidory;8 283,00 zł;4 887,00 zł
4.07.2026;Pomidory;8 784,00 zł;5 973,10 zł
13.06.2026;Marchew;4 221,00 zł;1 561,80 zł
11.09.2026;Pomidory;3 095,00 zł;1 392,80 zł
11.07.2026;Gruszki;6 790,00 zł;4 685,10 zł
23.02.2026;Jabłka;5 876,00 zł;2 232,90 zł
19.11.2026;Ziemniaki;2 758,00 zł;1 627,20 zł
3.09.2026;Ziemniaki;11 954,00 zł;8 248,30 zł
19.07.2026;Banany;5 906,00 zł;4 606,70 zł
9.05.2026;Pomarańcze;10 399,00 zł;3 119,70 zł
6.01.2026;Ziemniaki;7 239,00 zł;3 329,90 zł
6.09.2026;Gruszki;3 774,00 zł;1 660,60 zł
27.07.2026;Marchew;9 241,00 zł;6 561,10 zł
13.06.2026;Jabłka;2 775,00 zł;1 831,50 zł
20.11.2026;Ziemniaki;9 888,00 zł;6 427,20 zł
24.12.2026;Ziemniaki;4 624,00 zł;1 710,90 zł
24.11.2026;Ziemniaki;6 420,00 zł;4 879,20 zł
6.09.2026;Jabłka;11 239,00 zł;3 708,90 zł
8.04.2026;Pomidory;8 203,00 zł;2 871,10 zł
29.09.2026;Banany;8 302,00 zł;4 234,00 zł
24.06.2026;Pomidory;10 605,00 zł;7 211,40 zł
1.12.2026;Jabłka;5 832,00 zł;3 557,50 zł
24.07.2026;Marchew;10 881,00 zł;6 963,80 zł
9.09.2026;Ziemniaki;822,00 zł;353,50 zł
30.06.2026;Marchew;3 842,00 zł;2 074,70 zł
27.05.2026;Ziemniaki;11 356,00 zł;4 769,50 zł
2.06.2026;Jabłka;7 399,00 zł;3 921,50 zł
16.11.2026;Ziemniaki;9 876,00 zł;4 543,00 zł
21.01.2026;Marchew;9 302,00 zł;6 046,30 zł
17.08.2026;Jabłka;11 600,00 zł;5 220,00 zł
8.05.2026;Banany;3 429,00 zł;2 091,70 zł
28.06.2026;Marchew;9 638,00 zł;6 553,80 zł
11.10.2026;Jabłka;1 453,00 zł;755,60 zł
28.02.2026;Marchew;10 446,00 zł;6 894,40 zł
28.07.2026;Banany;8 369,00 zł;6 109,40 zł
30.10.2026;Ziemniaki;9 905,00 zł;7 527,80 zł
11.09.2026;Banany;2 061,00 zł;824,40 zł
21.11.2026;Marchew;5 711,00 zł;2 113,10 zł
20.10.2026;Gruszki;8 963,00 zł;5 108,90 zł
27.06.2026;Banany;11 657,00 zł;4 080,00 zł
9.02.2026;Ziemniaki;2 459,00 zł;1 450,80 zł
31.10.2026;Jabłka;4 221,00 zł;1 350,70 zł
27.04.2026;Pomarańcze;8 912,00 zł;5 258,10 zł
17.08.2026;Jabłka;6 670,00 zł;5 202,60 zł
21.08.2026;Banany;9 748,00 zł;3 801,70 zł
4.03.2026;Pomidory;4 428,00 zł;1 417,00 zł
26.09.2026;Pomidory;1 407,00 zł;647,20 zł
27.02.2026;Pomidory;6 407,00 zł;4 741,20 zł
2.02.2026;Pomidory;1 291,00 zł;865,00 zł
21.02.2026;Gruszki;5 899,00 zł;2 005,70 zł
19.06.2026;Pomidory;1 247,00 zł;748,20 zł
17.11.2026;Gruszki;2 517,00 zł;1 585,70 zł
19.07.2026;Marchew;9 932,00 zł;3 376,90 zł
19.05.2026;Banany;1 465,00 zł;805,80 zł
11.02.2026;Banany;2 516,00 zł;1 132,20 zł
22.10.2026;Banany;7 407,00 zł;4 073,90 zł
30.03.2026;Ziemniaki;11 922,00 zł;5 722,60 zł
16.08.2026;Ziemniaki;7 841,00 zł;5 802,30 zł
30.01.2026;Ziemniaki;7 330,00 zł;4 617,90 zł
10.11.2026;Jabłka;3 112,00 zł;1 836,10 zł
19.05.2026;Banany;8 758,00 zł;4 729,30 zł
26.04.2026;Pomidory;5 150,00 zł;1 596,50 zł
30.11.2026;Pomidory;9 237,00 zł;3 417,70 zł
27.03.2026;Banany;11 369,00 zł;3 751,80 zł
17.09.2026;Pomarańcze;8 183,00 zł;2 536,70 zł
8.08.2026;Pomarańcze;11 442,00 zł;4 805,60 zł
8.08.2026;Gruszki;3 706,00 zł;2 890,70 zł
5.10.2026;Gruszki;7 214,00 zł;2 524,90 zł
28.12.2026;Pomidory;8 588,00 zł;6 698,60 zł
19.01.2026;Pomarańcze;2 034,00 zł;1 179,70 zł
25.09.2026;Gruszki;1 085,00 zł;813,80 zł
7.01.2026;Gruszki;11 390,00 zł;6 150,60 zł
26.01.2026;Jabłka;9 412,00 zł;5 835,40 zł
25.11.2026;Gruszki;11 713,00 zł;5 153,70 zł
11.03.2026;Ziemniaki;9 456,00 zł;4 066,10 zł
7.06.2026;Gruszki;1 176,00 zł;399,80 zł
9.10.2026;Pomidory;4 408,00 zł;1 895,40 zł
20.11.2026;Banany;4 810,00 zł;1 827,80 zł
4.06.2026;Pomarańcze;11 093,00 zł;7 321,40 zł
1.08.2026;Banany;690,00 zł;441,60 zł
6.04.2026;Gruszki;9 462,00 zł;3 027,80 zł
18.10.2026;Pomidory;7 336,00 zł;3 227,80 zł
27.05.2026;Jabłka;538,00 zł;360,50 zł
17.05.2026;Pomarańcze;11 462,00 zł;8 711,10 zł
4.02.2026;Ziemniaki;6 770,00 zł;3 114,20 zł
17.09.2026;Pomarańcze;3 258,00 zł;1 270,60 zł
6.05.2026;Jabłka;10 257,00 zł;7 179,90 zł
30.05.2026;Gruszki;3 319,00 zł;2 555,60 zł
26.03.2026;Pomarańcze;2 114,00 zł;909,00 zł
8.10.2026;Pomidory;676,00 zł;331,20 zł
6.08.2026;Pomidory;11 474,00 zł;4 589,60 zł
12.03.2026;Pomidory;5 132,00 zł;3 335,80 zł
18.06.2026;Jabłka;3 987,00 zł;3 149,70 zł
19.09.2026;Jabłka;3 872,00 zł;1 587,50 zł
15.02.2026;Jabłka;6 605,00 zł;4 623,50 zł
7.08.2026;Pomarańcze;3 936,00 zł;3 148,80 zł
10.02.2026;Pomarańcze;8 977,00 zł;6 912,30 zł
8.01.2026;Gruszki;3 648,00 zł;1 495,70 zł
17.10.2026;Gruszki;8 946,00 zł;3 131,10 zł
21.08.2026;Jabłka;9 652,00 zł;5 694,70 zł
1.09.2026;Pomidory;2 640,00 zł;1 452,00 zł
30.11.2026;Pomarańcze;4 841,00 zł;1 452,30 zł
5.07.2026;Ziemniaki;6 161,00 zł;4 928,80 zł
31.05.2026;Marchew;9 368,00 zł;3 372,50 zł
5.01.2026;Pomidory;7 629,00 zł;3 585,60 zł
21.04.2026;Ziemniaki;2 514,00 zł;754,20 zł
23.08.2026;Banany;5 243,00 zł;2 988,50 zł
21.04.2026;Ziemniaki;1 968,00 zł;1 357,90 zł
15.09.2026;Ziemniaki;11 981,00 zł;4 433,00 zł
9.03.2026;Ziemniaki;9 313,00 zł;6 612,20 zł
29.08.2026;Marchew;11 473,00 zł;8 031,10 zł
9.07.2026;Marchew;4 072,00 zł;1 547,40 zł
5.01.2026;Pomarańcze;8 637,00 zł;6 909,60 zł
8.07.2026;Pomarańcze;2 945,00 zł;1 619,80 zł
8.09.2026;Marchew;9 346,00 zł;7 196,40 zł
1.08.2026;Banany;10 659,00 zł;5 009,70 zł
18.02.2026;Ziemniaki;3 688,00 zł;1 622,70 zł
5.11.2026;Gruszki;7 942,00 zł;6 035,90 zł
13.05.2026;Gruszki;4 433,00 zł;1 994,90 zł
2.05.2026;Pomidory;4 684,00 zł;2 154,60 zł
23.06.2026;Marchew;5 059,00 zł;3 743,70 zł
23.02.2026;Banany;4 670,00 zł;2 381,70 zł
10.03.2026;Jabłka;3 386,00 zł;2 404,10 zł
14.11.2026;Pomarańcze;8 965,00 zł;5 827,30 zł
14.11.2026;Pomarańcze;9 490,00 zł;3 131,70 zł
5.07.2026;Gruszki;11 641,00 zł;5 238,50 zł
2.05.2026;Ziemniaki;4 992,00 zł;2 096,60 zł
22.02.2026;Banany;9 551,00 zł;4 489,00 zł
28.11.2026;Gruszki;7 874,00 zł;4 960,60 zł
5.03.2026;Pomidory;1 985,00 zł;655,10 zł
30.07.2026;Marchew;2 204,00 zł;815,50 zł
22.12.2026;Marchew;9 519,00 zł;5 997,00 zł
1.07.2026;Ziemniaki;4 651,00 zł;2 930,10 zł
8.01.2026;Pomidory;1 395,00 zł;711,50 zł
29.11.2026;Banany;6 442,00 zł;4 960,30 zł
2.08.2026;Gruszki;11 411,00 zł;7 188,90 zł
17.08.2026;Banany;4 245,00 zł;1 740,50 zł
17.05.2026;Ziemniaki;11 012,00 zł;8 038,80 zł
23.08.2026;Banany;545,00 zł;245,30 zł
24.07.2026;Banany;4 496,00 zł;2 742,60 zł
23.09.2026;Jabłka;744,00 zł;342,20 zł
8.03.2026;Banany;11 819,00 zł;6 264,10 zł
27.11.2026;Ziemniaki;6 328,00 zł;4 492,90 zł
26.10.2026;Jabłka;10 296,00 zł;3 088,80 zł
20.01.2026;Gruszki;11 573,00 zł;6 828,10 zł
22.03.2026;Banany;10 321,00 zł;5 883,00 zł
31.03.2026;Jabłka;4 408,00 zł;2 204,00 zł
25.05.2026;Banany;10 944,00 zł;7 551,40 zł
19.11.2026;Gruszki;628,00 zł;433,30 zł
27.12.2026;Pomidory;4 475,00 zł;2 282,30 zł
17.08.2026;Pomidory;9 002,00 zł;5 221,20 zł
31.12.2026;Banany;5 280,00 zł;1 900,80 zł
20.12.2026;Banany;9 147,00 zł;3 841,70 zł
18.10.2026;Marchew;8 360,00 zł;6 019,20 zł
18.01.2026;Banany;7 639,00 zł;3 132,00 zł
5.04.2026;Ziemniaki;5 141,00 zł;3 958,60 zł
6.07.2026;Jabłka;10 604,00 zł;7 634,90 zł
4.05.2026;Gruszki;8 705,00 zł;5 310,10 zł
2.09.2026;Jabłka;11 044,00 zł;8 503,90 zł
7.09.2026;Pomidory;10 544,00 zł;3 374,10 zł
6.10.2026;Gruszki;654,00 zł;261,60 zł
8.07.2026;Jabłka;2 562,00 zł;1 281,00 zł
16.01.2026;Pomarańcze;9 524,00 zł;6 000,10 zł
30.09.2026;Gruszki;3 892,00 zł;1 595,70 zł
3.05.2026;Jabłka;823,00 zł;469,10 zł
1.01.2026;Gruszki;6 383,00 zł;4 149,00 zł
28.11.2026;Banany;2 263,00 zł;1 493,60 zł
26.06.2026;Ziemniaki;1 154,00 zł;784,70 zł
23.04.2026;Ziemniaki;7 474,00 zł;3 064,30 zł
21.04.2026;Pomidory;8 662,00 zł;3 378,20 zł
15.07.2026;Ziemniaki;2 562,00 zł;973,60 zł
27.01.2026;Marchew;9 628,00 zł;3 369,80 zł
2.04.2026;Banany;2 245,00 zł;1 414,40 zł
19.11.2026;Gruszki;7 278,00 zł;3 930,10 zł
11.04.2026;Pomarańcze;1 251,00 zł;925,70 zł
29.05.2026;Jabłka;6 179,00 zł;2 780,60 zł
20.07.2026;Gruszki;7 160,00 zł;5 012,00 zł
25.07.2026;Banany;7 740,00 zł;2 863,80 zł
2.08.2026;Jabłka;5 902,00 zł;4 131,40 zł
9.02.2026;Jabłka;5 912,00 zł;4 197,50 zł
